Sentence,UserID,Datetime,Train/Dev/Test,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,Score_18,Score_19,Score_20,Score_21,Score_22,Score_23,Score_24,Score_25,Score_26,Score_27,Score_28,Score_29,Score_30,Score_31,Score_32,Score_33,Score_34,Score_35,Score_36,Score_37,Score_38,Score_39,Score_40
大統領選挙、与党の勝利。今日から与党はお祝いムード、党のTシャツを着た人が町中にいた。\n\n協力隊は明日から3日間、自宅待機とのこと、適切な対応だ。おそらく現地市民も、選挙後の数日のように不要な外出は控えるだろう。,41,2019/10/28 02:06,train,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
モザンビーク銀行から民間銀行への指示により、来月11月までに個人情報を更新しないと、銀行口座が凍結されます（個人口座が対象）。\n銀行によってはネット上で更新申請できるので、早めに必要書類を集めて更新したほうがいい。,41,2019/10/30 23:44,train,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
今日は現地スタッフに騙し取られ、その後取り返したお金を使って外食すると決めました。,41,2019/11/02 01:30,train,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
モザンビークの銀行では、数十万円程度の預金をすると担当行員が付き、VIP用窓口を利用できるようになる。\n\n手続き関連は担当者が個別対応してくれるので早いが、預金・引き出しは共通のVIP窓口を使うため、行列によっては2時間以上待たされる事も多々ある。,41,2019/11/05 18:28,train,1,0,2,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
今日は副業先の現地スタッフに\n「お前なんか俺がその気になれば、労働局へ話して強制送還させることが出来るんだからな」と言われました。\n\n・・・リクナビ登録しなくちゃ。,41,2019/11/06 22:53,train,0,3,0,3,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
今回の修理項目\n・水ポンプ修理\n・蛇口交換\n・水漏れ修理\n・水道管交換\n・電気修理\n5箇所修理してもらい、支払いは6千円弱。料金はこちらから提示。,41,2019/11/09 18:49,train,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
首都マプトの日本食レストラン『武蔵』が、僕らのモリンガ茶をメニューに入れてくれる事に！\n\nECサイトにも掲載してくれるとのこと。二千キロ離れた首都からの協力が心にしみる・・,41,2019/11/18 03:35,train,3,0,3,3,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0
助成金プログラムに落ちたことを推薦者に報告したところ、融資か出資を検討するからビジネスプランを見せなさい、と返答が来た。\n\nやんびー、仕切り直します,41,2019/11/21 03:04,train,3,0,3,3,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
モザンビーク中部、北部の電柱が風や雨でいくつか倒れてるようで、一部地域は停電しているとのこと。\n\n数年前、北部でメインの送電塔がぶっ倒れた時は、ナンプラ市内が1ヶ月以上電気の無い状態だった。\n\nその悪夢が再び来ないためには・・祈るしかない。Vamos rezar a Deus,41,2019/11/28 01:00,train,0,2,0,1,0,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,1,0
最近知り合った中国人が、中古の日本製携帯(SHARPとか)を販売し始めたらしい。\n\n「日本人は中古あまり好きじゃないよね？おかげで安く仕入れられて助かるよ」\n\n5ドルで仕入れて40ドルで売ってるらしい。どんな仕入れルートやねん。,41,2019/12/12 23:15,train,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,1,0
今日首都へ上がり、明日Japanへ向かいます。ありったけのKindle本とNetflix動画を詰め込み、長時間フライトに備える。\n,41,2019/12/22 16:24,train,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
マイナー情報過ぎるが、モザンビークvadacomのネットサービスに「Tikete」というものがある。これは、200円払えばYoutubeとNetflix見放題というサービス(日曜日限定)。\n\n最大9GBと縛りはあるが、Netflix動画のダウンロードも可能なので神サービス。,41,2019/12/22 16:57,train,2,0,3,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
昨日、モリンガ加工施設へ行くと謎の2人組が敷地内にいた。\n何してるの？と聞くと「雨宿りしてました」とのこと。いた場所はほとんど雨を凌げない場所だったけど。\n\nおそらく彼らは泥棒の類で、加工施設に金目の物がないか調べに来てたと推測。\n年末年始は治安が乱れるので、要警戒。,41,2019/12/23 02:51,train,0,0,0,2,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0
Netflixは語学勉強に使える。英語は無論、ポルトガル語音声・字幕の動画も豊富にある。\n\n日本語の複雑な表現も、ポルトガル語字幕をみると「あ、こんな簡単な表現で訳せるのか」と頭が柔らかくなる。\n\nウルトラマンを見たら、怪獣はextraterrestreだった。宇宙人の意。,41,2019/12/24 19:10,train,2,0,2,2,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
モザンビークのVodacom社が、公務員間の通話料無料サービスを開始した。\n本サービスを登録してる人同士じゃないと無料にならないので、「登録してる？」っていう確認の会話が大量発生すると予想,41,2019/12/29 09:54,train,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""カタール航空のトランジットでドーハに22時間滞在。\n空港内のインフォメーションデスクへ行ったら、食券(4,500円分相当)渡されて四つ星ホテルへ送迎してくれました。こちらの負担はゼロ。\n\n明日はモザンビーク。\n""",41,2020/01/04 20:02,train,2,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
先日、カシューナッツ事業の動画を公開したところ、知人の日本人から『すごい興味あります！』と連絡がきた。\n\nそうか、こうやって事業に広がりが出てくるのか。\n\n自分のやっていること、やりたいことは広言したほうが得です。\n種まきみたいなもので、芽が出る確率あり。,41,2020/02/18 15:32,train,3,0,3,3,0,0,0,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0
人は命の危険が迫った時本性が出る。\n\n数年前、首絞め強盗に遭った。\n後ろから首を絞められ、数名に囲まれた。\n\nその時とっさに出た言葉が\n「う・・・持っていっていいよ」\n\nだった。\n\nそれ以来、僕のプライドは姿を消した,41,2020/02/22 19:07,train,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
突然協力隊の人から電話が来て\n「インスタ見たんですけど、写真のロブスターパスタどこで食べれますか？」\n\nとの問い合わせ。\n\n日本から来た友人と今から食べに行くとのこと。\n\nBom apetite.,41,2020/03/01 16:56,train,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
【ストリートチルドレンと会う約束】\n今日はこれから、先日知り合ったストリートチルドレンと会ってきます。\n\n路上で歌を唄って生計を立ててるらしく、前会った時は自作の歌『ぶたないで』を聴かせてもらいました。\n\n将棋に興味持ってたので、試しに教えてみます。,41,2020/03/01 17:20,train,2,0,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
よっしゃー通訳の仕事入ったから自己投資するか！\n\nそう思って仕事する前から先行投資してたら、コロナ問題によって通訳業務が消滅しました(先方からは\n無期限延期、と通知が来た)。\n\n覆水盆に返らずとはこのことか。Goodbye MY生活費,41,2020/03/14 02:49,train,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0
"""今日、自分の住む街での入国措置を調べた。すると\n\n・コロナ感染国から入国してきた人は、全員隔離対象\n → 自宅、ホテル等に14日間。\n\nと州保健局が認識していることが判明。\n\n昨日TVで保健省大臣が言っていたのは\n・現状1日100件の感染数\n・累計1,000件のコロナ感染\nの国からの入国者だったのに。。""",41,2020/03/16 22:47,train,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
【モザンビークに残る場合の注意点】\n1. 移動は日中でも極力車かタクシー\n2. 身なりはしっかりとする\n3. 食糧備蓄を今の内に済ます\n4. 誹謗中傷には仏の笑顔で対抗\n5. コロナ以外の病気にも絶対に罹らないよう予防(運動と食事)\n\n残ると思われる数人の日本人へシェア,41,2020/03/20 19:17,train,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
週末コロナ感染者が増えなかったためか、週明けの今日、周囲の雰囲気が昔に戻った。\n\n油断すると危ないんだけど、ピリピリしてない状態街の街の居心地の良さを噛みしめたそんなモーニング。,41,2020/03/30 19:54,train,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
モザンビーク、4月1日から非常事態宣言が発令。\nどうなるんだろう・・・,41,2020/03/31 03:33,train,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
モザンビークでは1日から非常事態宣言が出された。\nが、その法令が曖昧であったためか、国会で法令改定協議発生。\n\n結局どんな制限が発生するのか、州レベルの政府職員に聞いてもわからない。\n唯一わかっていることは、規則を破った者は刑務所行きということ。いやでも、場所によって対応変わるかも,41,2020/04/02 21:18,train,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
昨日、具体的な生活制限が政府から公表された。テレビで確認したので細かい部分は要確認だけど\n\n・自転車、バイクタクシー:営業停止\n・公共交通機関:定員の3分の1でのみ運行可\n・ビザや運転免許証などの行政手続き全般:発行停止(期限切れても6月30日まで有効)\n・ジムやバー:営業停止\n\n混乱必至だ,41,2020/04/03 13:10,train,0,2,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0
『乗り物の乗客人数を定員の3分の1』縛りによって、長距離移動バスの就航が止まる事態に。儲けが出ないから当然だ。\n\n公共交通機関だけでなく、自家用車でも適用される。知人の家族は走行中検問で止められ、定員オーバーによりUターンを命じられたとのこと。\n\nあ・・もしかして飛行機の国内便も？,41,2020/04/06 19:57,train,0,3,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
やっと思考のベクトルを『現地スタッフを誰も解雇せずにコロナを乗り切る』ことへ向けられました。\n\n合理的な選択を勧める『やんび?A』もいましたが、それを選んだらモザンビークで事業続ける意味ない、とつぶやく『やんび?B』の意見を採用しました。\n\n野菜栽培、養鶏の新規事業2つに賭けてみます,41,2020/04/11 19:27,train,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
朝、知らない番号から\n\n「おはよう！その金額はこの番号のM-Pesa(モバイルバンク)へ送ってね、表示される名前は◯◯だよ」\n\nとメッセージが来た。\n\n何から伝えればいいのか 分からないまま時は流れて・・と小田和正の曲の歌詞を思い出した、朝,41,2020/04/15 17:20,train,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
『本日、大統領と野党トップが対談。対談場所は首都の高級ホテル、先日捕まったコカイン密輸業者の潜伏先だった所です』\n\nこんな事を堂々と書けるメディアがあるお陰で、問題意識を持って生活できます。,41,2020/04/17 03:08,train,1,0,2,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
モリンガ商品をなんとか日本へ発送したいけど、コロナ影響で航空便の目は断たれている。\n\n船便はいけるっぽいが、発送量が数十キロなのでペイできるか不明。混載輸送でいくらかかるか要調査。,41,2020/04/20 17:29,train,0,2,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
スーパーで砂糖を10袋以上買っている人がいた。\n\n・コロナによって砂糖が品薄になると思い買い占め\n・これから鉱山にこもり違法採掘。そのエネルギー補給用\n・外出を控えるようになりお菓子作りに目覚めた\n\nとか妄想してたところ、単に3割引きだったから、という事実を知り自分も砂糖買いました。,41,2020/04/21 17:53,train,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
電話で相手へ\n「おい、マスク着けて話してるよね？感染が心配なんだ」\n\nとジョークを挟んでから会話に入るモザンビーク人、コミュニケーション能力高し,41,2020/04/24 17:21,train,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
週末前、初めて日本にいる人達から「オンライン飲みしましょう！」と誘われてウキウキお酒を買ってみたら、その飲み会が来週に設定され絶望。\n\nそんなのモザンビークのオフライン飲みよりスピード遅いよ・・\n\nオンライン飲みデビューは遠い,41,2020/04/26 02:33,train,1,2,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
本当にどうでもいい話だが、女性へのインタビュー動画は相手の会話部分を削るのに心が痛む（ノーカットでいい気がしてくる)。\n\nそう思っていたら編集ツールに『一時保留』なるものを発見。\n\n大量の一時保留を生み出しながら、今日編集終わらせます。,41,2020/04/26 02:37,train,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
インタビューで転機の話を聞き、人の行動を大きく変える時はスイッチの入る瞬間があると思った。\n\n自分は茹でガエル状態だった大学3年の時、就活を途中放棄した。\n言語化できないモヤモヤの正体を知るため、休学し長期インターン。おかげで茹でガエルから迷える子羊へと進化(？)することに成功。,41,2020/04/27 17:28,train,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
明日、モザンビークの緊急事態宣言の期間が終わる。\n\n延長の線が濃厚。焦点は規制レベルが3から4へ上がるかどうか。\n\nモザンビークは他のアフリカ諸国と比べ規制が緩い、と知人から指摘されたが、今より厳しくなると目に見えて困る人が出てくる。ので、容易に規制レベルは上げれない。難しい・・,41,2020/04/29 19:46,train,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0
先日、近くの郡で民家10軒が燃やされる事件があった。イスラム過激派の反抗の可能性もあるので、州全体が警戒している。\n\n別の郡に住む知人農家に連絡したら、彼の住むコミュニティでコレラが蔓延し、人がたくさん亡くなっているという。\n\nコロナが霞む問題が、周囲に溢れている。,41,2020/05/02 19:11,train,0,3,0,2,2,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,2,0,1,0,3,2,0,0,1,0,0,0,3,2,0
【結婚を視野に入れたオンライン飲み、男性参加者3名募集中】\n怪しすぎるタイトルで恐縮ですが、日本在住の協力隊OG達から要請があったので開催へ向け動きます。\n\n・開催：5/9（土）20?22時 ※日本時間\n・参加対象：結婚を前提にパートナー探しをしている人、アフリカに理解のある人,41,2020/05/04 14:40,train,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
先週末、協力隊OGとモザンビーク事業について意見交換をした\n協力隊が終わり数年経っても、任国に思いを馳せ「いつか事業をやりたい」と思う人は多い\n\n今回は『遠隔で事業を実施することは可能か？』について話し合った。そうだよな、遠隔でできるなら敷居はだいぶ下がる。\n\nYoutube動画で取り上げよう,41,2020/05/11 02:27,train,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
現状維持が成り立たない状況で、それでも現状維持に固執するのはリスク。\n\n最近農業系の会社へ転職した友人は、何かを感じ取りアクションを起こしたんだろう。,41,2020/05/11 22:50,train,1,0,2,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
週末に初のインスタライブをやろうと思ってますが、ぶっつけ本番は怖いので平日にテストライブは必須。日本と7時間時差があるから、こっちの夜にテストすれば誰にも見られず予習できるはず。\n\nトークテーマは\n『モザンビークの呪い文化』\n\nこれで30分は話せるだろう。\nたとえ視聴者ゼロでも。,41,2020/05/12 22:05,train,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Youtube活動しているおかげで\n「やんびー君って動画編集できる？」\nとの問いに\n「もちろんですとも！」\n\nと返答することができた。仕事ゲット。\n\n仕事を通じて動画編集について学ぶ→より高度な仕事の受注\n\nというサイクルを回したい。,41,2020/05/14 20:47,train,2,0,3,1,0,0,0,2,2,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0
水が突然出なくなり「あぁ、ポンプ故障した。水道業者呼ばなきゃ」と業者呼んだらタンクに水が無い事実判明。\n\nシャワー浴びれないので昔知人が使っていた『ジム通ってジムにあるお湯シャワーで身体を洗う』技を使おうと考えたが、コロナ規制でジム営業してなく断念。\n\n雨を待とう,41,2020/05/20 04:22,train,0,2,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
動画編集はこだわるといくら時間かけても終わらない。\nブログと違って公開後の編集が出来ないのがツラい所だけど、経験値を得るために70-80%の出来でも公開していったほうがいい。\n\n目標の動画100本公開まで残り70本。\nこれからまだまだ編集技術を改善していける。,41,2020/05/24 18:14,train,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
コロナ規制が厳しくなったようで、街中をマスク無しでいると警察に絡まれると知人から聞いた。\n\nが、いざ外へ出てみると着用率は50%ぐらい。まだマスク文化は根付いていない(だいぶ着用者が増えた感はあるけど),41,2020/05/25 23:24,train,0,2,0,2,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
最近日本とモザンビークの社長と話を聞く機会があり、両方から言われた\n\n『準備をする』\nという言葉が頭に残っている\n\n準備をしてない人間にチャンスは来ないし掴めない。\n\n自分が目指してるものはなにか？そのためにしてる準備は？\n\n考えないと時間はあっという間,41,2020/06/02 02:58,train,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
【開発コンサルタント社長へのインタビュー動画後編】\nドラフト版完成！社長のチェック待ちです。\n\n■後編動画の内容\n・開発コンサルとして高みを目指す人へ\n・開発コンサルを目指す人は◯◯しておくこと\n・開発コンサル現場で起こった仰天エピソード\n・挫折をチャンスへと変えた話\n\n明日公開予定♪,41,2020/06/02 18:40,train,2,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
動画の合成用に背景布（クロマキーグリーン）がほしい。\nモザンビークで見つかるだろうか？\n\n日本の背景を合成しトークすれば、擬似的に日本へいる状態を作れる。外出規制が敷かれる前に買わなきゃ,41,2020/06/03 22:48,train,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
だーー！！ゴマ栽培激しく失敗した！！収量少なすぎて利益ゼロ\n\nということで次は野菜栽培だー,41,2020/06/07 01:26,train,0,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
【人の力を借りればオリジナル曲を作れる説】\n・作詞、歌い手：自分\n・作曲、ギター：協力隊OB ①\n・現地太鼓：協力隊OB ②\n・ドラム：友人 A\n・ミキシング：協力隊OB ③\n\n自分にできないことが多くても、できる人が周りにいれば面白いことはできる。,41,2020/06/07 23:37,train,1,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1
動画編集の勉強をする場合、文章より動画で学んだほうが圧倒的に理解が進む。\n\n前まで「動画でダラダラ話を聞くのも面倒だな」と思ってたけど、Youtube上で解説している人たちは想像以上に質が高く、ポイントを抑えて説明してくれる。\n\n教育系Youtuber、これからどんどん増えていきそう。,41,2020/06/08 14:05,train,1,0,2,2,0,0,0,1,1,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
大家へ何度も「○日に家を引き渡します」と言ってはフライトキャンセルで家に居続けている。\n\n「まぁコロナ問題が深刻だからねぇ?仕方ないわね」と優しく延長を許す大家。\n\n感謝の気持ちがこみ上げてきたその瞬間「で、延長するなら1ヶ月分家賃払うわよね？」とぶっ込んでくる大家、いいと思います。,41,2020/06/09 23:19,train,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
今聞いたら、マスクのサイズが小さいと警察に絡まれるとのこと。\n\nアゴの部分までしっかり覆わないとダメとのことで\n「あなたのマスクサイズは小さいから、警察にぶっ叩かれるわね」と言われたので外出自粛します。,41,2020/06/10 19:40,train,0,2,0,2,2,2,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0
僕の住む街で、マスク未着用の子ども150人が警察に補導された。\n\n徹底するのはいいのだが・・・警察の敷地に子どもたちが密集して座っている映像を見ると、これはこれでマズイのでは？と思う。,41,2020/06/11 14:19,train,0,2,0,3,0,2,1,0,0,0,0,3,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1,0
は・・・初めてYoutubeファンから連絡いただきました。\n\n動画を観てもらい\n『この人とこんなこと出来たら面白そう！』と思ってもらえるのは最高に嬉しいし、それがYoutube活動の目的の1つでもある。\n\nアフリカ全体のことは何1つ語れませんが\n『モザンビーク』『ポルトガル語』『呪い』ならお任せあれ,41,2020/06/13 15:54,train,3,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0
モザンビーク人の友人から\n『Youtube動画いつも観てるけど、字幕ないから何話しているのかわからない』と指摘を受けた。\n\n面倒臭がってやってませんでしたが、公開後に字幕追加できるので今やってみました。\n\n校正なしのダイレクト翻訳なら30分で出来ることがわかったので、暇な時はポル語字幕つけます,41,2020/06/15 00:46,train,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
最近協力隊OVが彼の友人（モザンビーク人）へ結構な金額を送金しているのだけど、「友人のモザンビーク人、マルチ商法に引っかかってるんじゃないか？」と心配。\n\n協力隊OVには今マルチ商法が流行っていることを伝えておいたけど、彼の友人が既に中に組み込まれているなら、説得は難しいかもしれない。,41,2020/06/18 12:30,train,0,2,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
【子供向けのモザンビーク紹介動画】\n知人の紹介で日本の教育施設と繋がりを持て、今度そこの子供達と交流することになりました！\n\n担当者とZoomで話し合い『まずはモザンビーク紹介動画を作り、それを子どもたちに観せて反応をみる』ことに決定。\n\n子どもに伝わる動画編集、未知。だがそれがいい。,41,2020/06/18 12:50,train,3,0,3,2,0,0,0,1,2,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
国際郵送について、現状対応しているのはエチオピア航空と契約を結んでいるDHL。\n\nモザンビーク郵便局はモザンビーク航空と契約を結んでおり、モザンビーク航空は国際便の就航停止中なので自動的に郵送も止まっている状態。,41,2020/06/23 17:11,train,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
空耳だと思うけど、隣人の家から\n\n「あの日本人は家に引きこもって売春婦とイチャついてるに違いないわ！」\n\nと聞こえてきた。\n\n・・空耳だな,41,2020/06/24 18:02,train,0,2,0,2,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
同じ街にいた協力隊から「やんびーさん、現地の友人が強盗9人組に入られてボコボコに(脚とか刺されて)やられたそうなので、気をつけてください！」と注意喚起が。\n\n・・・南京錠を高いやつに買い換えるか。,41,2020/06/25 19:59,train,0,1,0,2,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0
先日モザンビーク中部で鉱石の密輸グループが捕まり、その中に日本人もいたとニュースで報じられていたらしい。\n\n一瞬「知ってる人かな？」と思ったがさすがにそんな事する知人は見当たらず、現地刑務所にいるであろう見知らぬ日本人が気になった仕事終わりの午後。,41,2020/07/01 22:28,train,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
保健省によると、僕の住むナンプラ市では全地区でコロナのコミュニティ感染が確認されており、もっとも感染リスクに晒されているのはマーケットの売り子。\n\n先日ケール卸先を探すため中央市場へ行ったところ、入り口に手洗い場所も無く驚いた。対策を怠る場所があったら他の人たちの努力が無駄になる。,41,2020/07/03 17:38,train,0,2,0,2,2,2,0,0,0,3,0,3,3,3,3,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,2,0,2,1,2,1,0
